Sample_ID	PCR_Control	Extract_Control	Subset	Source	Site	Source_Site	Site_Source	Source_SiteType	SiteType_Site	Region	SiteType	Accession
S189_NSW1092498_FWD13	FALSE	FALSE	Sample	Microlaena_stipoides	Crest_Reserve_Bankstown	Microlaena_stipoides_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092498
S19_NSW1092584_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092584
S190_NSW1092499_FWD13	FALSE	FALSE	Sample	Microlaena_stipoides	Crest_Reserve_Bankstown	Microlaena_stipoides_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092499
S191_NSW1092486_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092486
S192_NSW1092482_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092482
S193_NSW1092477_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092477
S194_NSW1092487_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092487
S195_NSW1092488_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092488
S196_NSW1092489_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092489
S197_NSW1092502_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092502
S198_NSW1092481_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092481
S199_NSW1092638_FWD13	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092638
S20_NSW1092634_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092634
S200_NSW1092639_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092639
S201f_NSW1092640_FWD24	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092640
S202_NSW1092643_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092643
S203_NSW1092649_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092649
S204f_NSW1092644_FWD24	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092644
S205_NSW1092645_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092645
S206_NSW1092648_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092648
S207_NSW1092655_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092655
S208_NSW1092658_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092658
S209_NSW1092659_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092659
S210_NSW1092660_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092660
S211_NSW1092665_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092665
S212_NSW1092664_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092664
S213_NSW1092668_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092668
S214_NSW1092669_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092669
S215_NSW1092845_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092845
S216_NSW1092815_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092815
S217_NSW1092820_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092820
S218_NSW1092825_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092825
S219_NSW1092830_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092830
S22_NSW1092495_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Crest_Reserve_Bankstown	Microlaena_stipoides_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092495
S220_NSW1092860_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092860
S221_NSW1092866_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092866
S222f_NSW1092792_FWD24	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092792
S223_NSW1092791_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092791
S224_NSW1092801_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092801
S225_NSW1092806_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092806
S226_NSW1092821_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092821
S227_NSW1092816_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092816
S228_NSW1092898_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092898
S229_NSW1092807_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092807
S23_NSW1092504_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092504
S230_NSW1092812_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092812
S231_NSW1092817_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092817
S232_NSW1092647_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092647
S233_NSW1092837_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092837
S234_NSW1092796_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092796
S235_NSW1092786_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092786
S24_NSW1092849_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092849
S26_NSW1092534_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092534
S264_NSW1079774_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079774
S266_NSW1079799_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079799
S267_NSW1079761_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079761
S268_NSW1079767_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079767
S269_NSW1079762_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079762
S27_NSW1092587_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092587
S271_NSW1079765_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079765
S276_NSW1079738_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079738
S277_NSW1079743_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079743
S28_NSW1092616_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092616
S283_NSW1079702_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1079702
S284_NSW1074429_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1074429
S285_NSW1074428_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1074428
S286_NSW1079654_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1079654
S287_NSW1079675_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1079675
S288_NSW1074458_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1074458
S289_NSW1074423_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1074423
S29_NSW1092896_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092896
S291_NSW1079814_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079814
S292_NSW1079784_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079784
S293_NSW1079819_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079819
S294_NSW1079745_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079745
S295_NSW1079794_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079794
S296_NSW1079789_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079789
S297_NSW1079755_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079755
S298_NSW1079750_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079750
S299_NSW1079723_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079723
S300_NSW1079708_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079708
S301_NSW1079713_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079713
S302_NSW1079692_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079692
S303_NSW1079703_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079703
S305_NSW1079718_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079718
S306_NSW1079658_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079658
S308_NSW1079697_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Tomaree_National_Park	Melaleuca_quinquenervia_Tomaree_National_Park	Tomaree_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Tomaree_National_Park	North_Coast	Natural	NSW1079697
S315_NSW1079788_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079788
