"cooc_method","Edge Betweenness Dir","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_score","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray","4.0","27.99999999999999","","copresence","264->204","2","0.04651163|0.9988104534323736","","264->204","0.0","0.0","false","","264->204","2.0"
"correl_pearson|dist_bray","2.0","16.0","","copresence","264->388","2","0.0","","264->388","0.0","0.0","true","","264->388","2.0"
"correl_pearson|dist_bray","5.0","48.0","","copresence","264->254","2","0.0|0.9999999999999996","","264->254","0.0","0.0","false","","264->254","2.0"
"correl_pearson|dist_bray","4.0","40.0","","copresence","264->466","2","0.0","","264->466","0.0","0.0","false","","264->466","2.0"
"correl_pearson|dist_bray","4.0","20.083333333333325","","copresence","126->166","2","0.0|0.02307692","","126->166","0.0","0.0","false","","126->166","2.0"
"correl_pearson|dist_bray","4.0","22.333333333333332","","copresence","126->213","2","0.0|0.06956522","","126->213","0.0","0.0","false","","126->213","2.0"
"correl_pearson|dist_bray","3.0","20.5","","copresence","126->440","2","0.0|0.02307692","","126->440","0.0","0.0","true","","126->440","2.0"
"correl_pearson|dist_bray","6.0","42.50000000000001","","copresence","126->466","2","0.0|0.02307692","","126->466","0.0","0.0","false","","126->466","2.0"
"correl_pearson|dist_bray","4.0","18.0","","copresence","126->467","2","0.0|0.02307692","","126->467","0.0","0.0","false","","126->467","2.0"
"correl_pearson|dist_bray","5.0","38.0","","copresence","126->276","2","0.0|0.02307692","","126->276","0.0","0.0","false","","126->276","2.0"
"correl_pearson|dist_bray","5.0","23.416666666666668","","copresence","323->338","2","0.0","","323->338","0.0","0.0","false","","323->338","2.0"
"correl_pearson|dist_bray","16.0","99.41666666666667","","copresence","323->342","2","0.0|0.04456825","","323->342","0.0","0.0","false","","323->342","2.0"
"correl_pearson|dist_bray","2.0","19.0","","copresence","323->388","2","0.0","","323->388","0.0","0.0","true","","323->388","2.0"
"correl_pearson|dist_bray","1.0","10.0","","copresence","323->467","2","0.0","","323->467","0.0","0.0","true","","323->467","2.0"
"correl_pearson|dist_bray","9.0","52.41666666666665","","copresence","323->126","2","0.9997209626817789|0.02307692","","323->126","0.0","0.0","false","","323->126","2.0"
"correl_pearson|dist_bray","2.0","3.0","","copresence","402->96","2","0.9905009785434205|0.08333333","","402->96","0.0","0.0","true","","402->96","2.0"
"correl_pearson|dist_bray","2.0","3.0","","copresence","402->500","2","0.0|0.0361343","","402->500","0.0","0.0","true","","402->500","2.0"
"correl_pearson|dist_bray","1.0","2.0","","copresence","402->493","2","0.0|0.06988631","","402->493","0.0","0.0","true","","402->493","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","412->414","2","0.0|0.0846744","","412->414","0.0","0.0","true","","412->414","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","412->427","2","0.0|0.09635946","","412->427","0.0","0.0","true","","412->427","2.0"
"correl_pearson|dist_bray","3.0","9.0","","copresence","412->455","2","0.0|0.04753521","","412->455","0.0","0.0","true","","412->455","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","412->327","2","0.06187815|0.9970412416618017","","412->327","0.0","0.0","true","","412->327","2.0"
"correl_pearson|dist_bray","10.0","42.75","","copresence","466->338","2","0.0|0.9999999999999948","","466->338","0.0","0.0","false","","466->338","2.0"
"correl_pearson|dist_bray","3.0","19.0","","copresence","466->213","2","0.06956522|0.9972092117759437","","466->213","0.0","0.0","true","","466->213","2.0"
"correl_pearson|dist_bray","3.0","19.0","","copresence","466->467","2","0.0","","466->467","0.0","0.0","true","","466->467","2.0"
"correl_pearson|dist_bray","6.0","31.999999999999993","","copresence","254->126","2","0.02307692|0.9997209626817792","","254->126","0.0","0.0","false","","254->126","2.0"
"correl_pearson|dist_bray","3.0","10.0","","copresence","254->166","2","0.0|0.9999999999999982","","254->166","0.0","0.0","true","","254->166","2.0"
"correl_pearson|dist_bray","6.0","17.0","","copresence","254->204","2","0.04651163|0.9988104534323798","","254->204","0.0","0.0","false","","254->204","2.0"
"correl_pearson|dist_bray","4.0","10.0","","copresence","254->388","2","0.0","","254->388","0.0","0.0","false","","254->388","2.0"
"correl_pearson|dist_bray","3.0","10.0","","copresence","254->440","2","0.0","","254->440","0.0","0.0","true","","254->440","2.0"
"correl_pearson|dist_bray","6.0","9.5","","copresence","254->466","2","0.0","","254->466","0.0","0.0","false","","254->466","2.0"
"correl_pearson|dist_bray","3.0","9.499999999999998","","copresence","378->373","2","0.02076268|0.9994500748855984","","378->373","0.0","0.0","true","","378->373","2.0"
"correl_pearson|dist_bray","4.0","30.0","","copresence","359->381","2","0.0|0.09328311","","359->381","0.0","0.0","false","","359->381","2.0"
"correl_pearson|dist_bray","5.0","34.0","","copresence","359->450","2","0.0|0.05219112","","359->450","0.0","0.0","false","","359->450","2.0"
"correl_pearson|dist_bray","5.0","34.0","","copresence","359->461","2","0.0|0.07407407","","359->461","0.0","0.0","false","","359->461","2.0"
"correl_pearson|dist_bray","2.0","18.0","","copresence","359->373","2","0.0|0.00725926","","359->373","0.0","0.0","true","","359->373","2.0"
"correl_pearson|dist_bray","3.0","22.0","","copresence","359->378","2","0.0|0.02802194","","359->378","0.0","0.0","true","","359->378","2.0"
