Sample	SampleID	PCR_Control	Extract_Control	Subset	Source	Site	Source_Site	Site_Source	Source_SiteType	SiteType_Site	Region	SiteType	Accession	SitePair
S202_NSW1092643_FWD14	S202_NSW1092643_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092643	SitePair9
S203_NSW1092649_FWD14	S203_NSW1092649_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092649	SitePair9
S204f_NSW1092644_FWD24	S204f_NSW1092644_FWD24	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092644	SitePair9
S205_NSW1092645_FWD14	S205_NSW1092645_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092645	SitePair9
S206_NSW1092648_FWD14	S206_NSW1092648_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Elizabeth_Macarthur_Reserve_Camden	Microlaena_stipoides_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092648	SitePair9
S19_NSW1092584_FWD10	S19_NSW1092584_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092584	SitePair10
S405f_ITS2	S405f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092559	SitePair10
S406f_ITS2	S406f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092554	SitePair10
S407f_ITS2	S407f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092564	SitePair10
S408f_ITS2	S408f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092611	SitePair10
S409f_ITS2	S409f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092600	SitePair10
S410f_ITS2	S410f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092589	SitePair10
S411f_ITS2	S411f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092595	SitePair10
S412f_ITS2	S412f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092569	SitePair10
S119_NSW1092565_FWD14	S119_NSW1092565_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092565	SitePair8
S120_NSW1092560_FWD14	S120_NSW1092560_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092560	SitePair8
S121_NSW1092562_FWD15	S121_NSW1092562_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092562	SitePair8
S122_NSW1092545_FWD15	S122_NSW1092545_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092545	SitePair8
S123_NSW1092540_FWD15	S123_NSW1092540_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092540	SitePair8
S124_NSW1092535_FWD15	S124_NSW1092535_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092535	SitePair8
S125_NSW1092555_FWD15	S125_NSW1092555_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092555	SitePair8
S15_NSW1092567_FWD09	S15_NSW1092567_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	Microlaena_stipoides_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092567	SitePair8
S397f_ITS2	S397f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093109	SitePair12
S398f_ITS2	S398f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093099	SitePair12
S399f_ITS2	S399f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093104	SitePair12
S400f_ITS2	S400f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093119	SitePair12
S401f_ITS2	S401f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093079	SitePair12
S402f_ITS2	S402f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093118	SitePair12
S403f_ITS2	S403f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093094	SitePair12
S404f_ITS2	S404f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093089	SitePair12
S112_NSW1092592_FWD14	S112_NSW1092592_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092592	SitePair12
S113_NSW1092612_FWD14	S113_NSW1092612_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092612	SitePair12
S114_NSW1092581_FWD14	S114_NSW1092581_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092581	SitePair12
S115_NSW1092602_FWD14	S115_NSW1092602_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092602	SitePair12
S116_NSW1092591_FWD14	S116_NSW1092591_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092591	SitePair12
S117_NSW1092601_FWD14	S117_NSW1092601_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092601	SitePair12
S118_NSW1092572_FWD14	S118_NSW1092572_FWD14	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092572	SitePair12
S14_NSW1092582_FWD09	S14_NSW1092582_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	Microlaena_stipoides_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092582	SitePair12
S222f_NSW1092792_FWD24	S222f_NSW1092792_FWD24	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092792	SitePair6
S223_NSW1092791_FWD15	S223_NSW1092791_FWD15	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092791	SitePair6
S224_NSW1092801_FWD16	S224_NSW1092801_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092801	SitePair6
S225_NSW1092806_FWD16	S225_NSW1092806_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092806	SitePair6
S226_NSW1092821_FWD16	S226_NSW1092821_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092821	SitePair6
S227_NSW1092816_FWD16	S227_NSW1092816_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092816	SitePair6
S228_NSW1092898_FWD16	S228_NSW1092898_FWD16	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092898	SitePair6
S24_NSW1092849_FWD10	S24_NSW1092849_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Mount_Pleasant	Microlaena_stipoides_Mount_Pleasant	Mount_Pleasant_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092849	SitePair6
S65_NSW1092923_FWD10	S65_NSW1092923_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092923	SitePair10
S66_NSW1092924_FWD10	S66_NSW1092924_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092924	SitePair10
S67_NSW1092925_FWD10	S67_NSW1092925_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092925	SitePair10
S68_NSW1092928_FWD10	S68_NSW1092928_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092928	SitePair10
S69_NSW1092929_FWD10	S69_NSW1092929_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092929	SitePair10
S70_NSW1092930_FWD10	S70_NSW1092930_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092930	SitePair10
S71_NSW1092934_FWD10	S71_NSW1092934_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092934	SitePair10
S72_NSW1092933_FWD10	S72_NSW1092933_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Munmorah_SCA	Microlaena_stipoides_Munmorah_SCA	Munmorah_SCA_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092933	SitePair10
S169_NSW1092522_FWD11	S169_NSW1092522_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092522	SitePair9
S170f_NSW1092505_FWD23	S170f_NSW1092505_FWD23	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092505	SitePair9
S171_NSW1092506_FWD11	S171_NSW1092506_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092506	SitePair9
S172_NSW1092507_FWD11	S172_NSW1092507_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092507	SitePair9
S173_NSW1092508_FWD11	S173_NSW1092508_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092508	SitePair9
S174_NSW1092521_FWD11	S174_NSW1092521_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092521	SitePair9
S175_NSW1092520_FWD11	S175_NSW1092520_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092520	SitePair9
S23_NSW1092504_FWD10	S23_NSW1092504_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Microlaena_stipoides_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092504	SitePair9
S162_NSW1092531_FWD10	S162_NSW1092531_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092531	SitePair11
S163_NSW1092542_FWD10	S163_NSW1092542_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092542	SitePair11
S164_NSW1092537_FWD11	S164_NSW1092537_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092537	SitePair11
S165_NSW1092532_FWD11	S165_NSW1092532_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092532	SitePair11
S166_NSW1092615_FWD11	S166_NSW1092615_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092615	SitePair11
S167_NSW1092620_FWD11	S167_NSW1092620_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092620	SitePair11
S168_NSW1092618_FWD11	S168_NSW1092618_FWD11	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092618	SitePair11
S20_NSW1092634_FWD10	S20_NSW1092634_FWD10	FALSE	FALSE	Sample	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	Microlaena_stipoides_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092634	SitePair11
S465f_ITS2	S465f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092869	SitePair12
S466f_ITS2	S466f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092888	SitePair12
S467f_ITS2	S467f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092889	SitePair12
S468f_ITS2	S468f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092890	SitePair12
S469f_ITS2	S469f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092524	SitePair12
S470f_ITS2	S470f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092879	SitePair12
S471f_ITS2	S471f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092873	SitePair12
