Sample	SampleID	PCR_Control	Extract_Control	Source	Site	Region	SiteType	Host_SiteType	Host_Region	SiteType_Site		SitePair
S300_NSW1079708_FWD24	S300_NSW1079708_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S301_NSW1079713_FWD24	S301_NSW1079713_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S302_NSW1079692_FWD24	S302_NSW1079692_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S303_NSW1079703_FWD24	S303_NSW1079703_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S305_NSW1079718_FWD24	S305_NSW1079718_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S306_NSW1079658_FWD24	S306_NSW1079658_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S308_NSW1079697_FWD19	S308_NSW1079697_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
S465_16S	S465_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S466_16S	S466_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S467_16S	S467_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S468_16S	S468_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S469_16S	S469_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S470_16S	S470_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S471_16S	S471_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S472_16S	S472_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville		SitePair12
S49_NSW1093097_FWD09	S49_NSW1093097_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S50_NSW1093092_FWD09	S50_NSW1093092_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S51_NSW1093077_FWD09	S51_NSW1093077_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S52_NSW1093072_FWD09	S52_NSW1093072_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S53_NSW1093062_FWD09	S53_NSW1093062_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S54_NSW1093052_FWD09	S54_NSW1093052_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S55_NSW1093057_FWD09	S55_NSW1093057_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S56_NSW1092919_FWD09	S56_NSW1092919_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail		SitePair7
S215_NSW1092845_FWD12	S215_NSW1092845_FWD12	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S216_NSW1092815_FWD12	S216_NSW1092815_FWD12	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S217_NSW1092820_FWD12	S217_NSW1092820_FWD12	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S218_NSW1092825_FWD12	S218_NSW1092825_FWD12	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S219_NSW1092830_FWD12	S219_NSW1092830_FWD12	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S220_NSW1092860_FWD13	S220_NSW1092860_FWD13	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
S221_NSW1092866_FWD13	S221_NSW1092866_FWD13	FALSE	FALSE	Themeda_triandra	Yarramundi_Grasslands	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Yarramundi_Grasslands		SitePair16
