#ASVID	S321_NSW1093091_FWD20	S322_NSW1093019_FWD20	S323_NSW1092986_FWD20	S324_NSW1093014_FWD20	S325_NSW1093096_FWD20	S326_NSW1092981_FWD20	S327_NSW1092968_FWD20	S328_NSW1092999_FWD21	S329_NSW1092843_FWD21	S330_NSW1092977_FWD21	S331_NSW1093004_FWD21	S332_NSW1093846_FWD21	S333_NSW1092994_FWD21	S335_NSW1093066_FWD21	S336_NSW1092853_FWD21	S337_NSW1093095_FWD21	S338_NSW1093081_FWD21	S339_NSW1093076_FWD21	S340_NSW1092976_FWD22	S341_NSW1093061_FWD22	S342_NSW1093003_FWD22	S343_NSW1092992_FWD22	S344_NSW1093071_FWD22	S345_NSW1092948_FWD22	S346_NSW1092971_FWD22	S347_NSW1092989_FWD22	S348_NSW1093054_FWD22	S350_NSW1092982_FWD22	S351_NSW1092963_FWD22	S352_NSW1092858_FWD23	S353_NSW1093009_FWD23	S354_NSW1092967_FWD23	S355_NSW1092997_FWD23	S356_NSW1092987_FWD23	S357_NSW1092949_FWD23	S358_NSW1092950_FWD23	S359_NSW1092962_FWD23	S360_NSW1092972_FWD23	S361_NSW1092863_FWD23	S362_NSW1093120_FWD23	S363_NSW1092991_FWD23	S365_NSW1093100_FWD24	S366_NSW1093016_FWD24	S367_NSW1092811_FWD24
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	85	0	0	0	0	0	0	0	0	37	0	0	0	0	0
188	0	0	28	0	0	0	0	0	0	33	8	28	0	0	0	0	0	27	0	0	0	15	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	7	11	0	204	0	6	0
189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	48	0	28	43	0	0	0	0	0	0	0	18	0	0	0
190	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	42	0
191	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	64	0	0	33	47	0	60	0	0	0	17	0	0	0	42	71	0	36	0	0	0
192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	18	34	39	0	0	17	7	0	0	16	50	0	0	0	0	16	0	0	0	28	16	42	0	0	0	0	202	38	244	0	66	60	70	25	0	0	0	0	0	19	131	0	0	0
194	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	0	37	0	0	0	15	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	33	0	0	0	0	0	0	0	13	0	0	854	0	0	0	0	0	0	27	0	0	7	0
197	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	21	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	0	0	0	36	0	0	0
198	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	2	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	42	0	0	0	0	0	0	29	0	0	2	0	0	0
201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0
202	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	127	0	0	149	5	0	0	0	0	23	32	0	0	0	0
203	0	138	0	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	10	19	0	0	0	0	126	4	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
204	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	31	0	0	38	49	129	0	0	113	0	100	0	0	0	0	40	0	33	24	168	94	72	101	0	40	53	0	0	293	223	73	0	0	0	0	0	35	0	186	0	325	0	278	0
206	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	39	0	119	0	0	0	0	0	27	0	0	0	84	0	22	0
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	43	0	0	0	0	18	0	50	0	0	0	0
208	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1	79	0	0	0	0	0	0	0	0	0	0	0	0
209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	25	0	0	17	0	0	0	0	0	0	0	0	0	0	0
210	0	0	0	0	0	0	0	0	16	35	0	0	0	0	0	0	0	0	29	0	0	60	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	214	0	20	0
211	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	490	0	0	0
212	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	18	0	0	0
213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	78	0	0	0	46	0	0	0	0	0	0	0	0	115	0	0	0
214	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	139	0	148	0	0	0	103	0	0	100	0	0	0	0	0	0	0	0	49	115	0	0	0
215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	47	0	0	43	0
216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
217	26	204	75	0	0	0	0	0	0	46	0	0	10	0	0	20	0	0	0	52	19	113	0	0	0	22	14	26	38	59	23	27	120	0	0	0	38	0	0	138	78	0	0	0
218	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	37	0	0	0	0	0	0	0	9	0	25	0
219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	11	0	33	0	0	0	0	0	0	0	0	0	0	0
220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
221	0	0	0	0	0	0	0	0	26	37	0	0	0	0	0	0	0	0	0	14	0	26	0	0	9	0	204	0	0	97	29	15	64	15	0	0	0	73	17	0	78	16	30	0
222	0	8	22	0	0	0	7	0	0	10	0	2	6	0	0	0	0	15	0	0	0	2	0	1	0	0	0	3	1	0	47	1	10	16	0	0	0	0	0	8	21	0	0	0
223	0	57	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	51	0	31	0	0	323	0	0	0	0	0	0	0	14	0	0	0
224	0	0	49	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	28	54	0	0	72	0	0	0	0	0	0	0	124	0	0	0
225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0
226	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	149	0	0	0	0	0	0	0	0	0	39	0	0
227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
228	0	0	10	0	0	64	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	0
229	0	0	37	0	10	81	0	0	0	87	0	0	0	0	0	48	52	0	0	66	0	0	0	0	41	69	0	0	41	141	0	0	0	0	0	0	0	0	0	0	64	0	117	0
230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	0	0	30	0	0	14	0	0	0	37	0	0	0	0	0	0	0	0	32	57	0	74	0	0	0	30	80	0	84	0	0	47	99	0	0	0	0	53	0	22	656	0	0	0
232	0	0	0	0	0	0	0	0	0	0	73	0	67	0	0	0	0	31	0	29	0	28	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	85	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0
236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5034	0	0	0	0	0	29	0	0	0
237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	9	0	0	0
238	0	15	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	8	0	0	38	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	18	54	0	14	0
239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0
240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
242	0	1128	327	13	0	0	14	0	0	923	0	0	0	0	0	0	0	0	0	186	27	89	0	53	0	0	40	95	700	251	0	389	1068	0	0	0	0	253	0	68	162	0	0	0
243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
244	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	230	0	0	0
245	0	60	21	0	0	0	0	0	4	16	0	10	0	0	0	11	0	0	8	20	0	0	16	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	1	18	14	17	16	0
246	0	0	11	0	0	29	0	0	67	3	34	0	0	0	0	0	30	0	0	14	0	9	0	0	0	25	1	11	0	0	0	11	89	0	0	0	0	0	12	20	17	0	14	0
247	11	25	147	0	0	62	0	0	70	110	49	95	0	0	0	27	21	0	22	97	68	194	94	35	0	0	289	114	16	132	62	106	191	46	0	36	0	688	64	32	266	33	94	0
248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	26	33	0	0	0	0	0	0	0	24	0	0	32
249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
250	32	456	19	0	0	0	0	0	0	45	0	0	0	0	0	0	0	13	0	0	0	151	0	0	0	0	16	97	139	0	0	47	371	0	0	0	11	12	0	63	61	0	19	0
251	0	71	0	0	0	0	0	0	0	0	48	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	0	0	0	55	0	0	0	0	0	0	0	30	0	0	0
252	0	33	16	0	0	21	0	0	0	13	0	0	0	0	0	0	0	0	12	0	0	33	0	0	0	17	0	0	14	0	17	0	55	0	0	0	0	0	0	27	21	0	0	0
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	125	0	0	0	0
256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
258	0	29	0	0	0	35	0	0	37	55	0	24	0	0	0	35	47	0	27	0	0	61	46	27	0	0	0	43	0	178	0	24	68	0	0	0	0	0	0	32	81	0	53	0
259	0	0	126	0	0	0	0	0	0	35	0	0	0	0	0	0	0	33	0	0	0	22	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	16	0	66	0	0	0
260	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	13	0	0	0	0	46	0	0	0	0	0	0
261	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	20	0	15	0	0	20	0	0	0	0	0	4	0	0	0	0	31	0	0	1	0	0	0
262	0	11	32	0	0	0	0	0	0	18	25	5	0	0	0	0	0	0	0	17	0	331	0	23	0	36	371	352	50	0	26	269	69	0	0	0	0	153	0	42	129	0	0	0
263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	0	7	8	0	0	18	0	0	21	29	0	36	0	0	0	0	0	0	0	0	0	14	20	0	0	0	0	21	0	41	0	0	0	0	0	0	0	0	0	0	16	0	13	0
265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	11	0	0	0	0	0	0	0	0	0	19
266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	92	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
267	0	0	259	0	0	0	0	0	0	243	74	51	0	0	0	0	0	38	0	0	0	119	0	38	0	110	87	712	46	87	0	0	272	0	0	0	0	39	117	67	479	0	0	0
268	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	34	0	18	0	0	0	0	10	0	38	33	0	0	0	0	0	0	0	38	242	0	26	0
269	0	49	80	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	30	0	0	0	0
270	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	23	40	0	0	0	28	0	0	0	0	75	0	49	0	35	0	27	0	0	0	0	0	0	0	112	65	0	34	18
271	0	0	65	0	22	32	0	0	0	0	48	12	0	0	0	25	0	0	0	0	0	0	0	15	0	77	392	33	110	26	0	0	0	0	0	0	0	15	43	11	166	0	22	0
272	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0
273	0	27	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	0	0	0	23	0	0	0	0	16	21	0	0	321	0	0	0	0	0	3	18	0	0	21	0
274	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	20	0	0	0	0	0	9	0	11	0	15	0	0	0	0	0	0	0	0	188	0	17	29
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	25	0	0	0	0	0	0	26	0	0	0	0
276	0	152	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	30	0	0	0	0	0	0	0	0	0	0	0	32
277	0	0	86	0	0	0	0	0	0	0	28	0	0	0	0	0	11	29	0	0	0	39	0	0	0	0	0	180	37	65	45	196	0	0	0	0	0	0	14	72	74	0	19	0
278	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	33	21	0	0	0
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	0	0	88	0	0	0	0	0	0	51	0	44	0	0	0	44	0	0	0	53	0	186	27	0	0	90	383	88	23	0	0	51	187	24	0	0	0	90	21	142	223	0	0	0
281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	19	44	0	0	0	0	0	0	0	28	0	0	0
282	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	111	0	29	0
283	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	19	160	0	36	0
284	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	78	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0
285	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	54	0	0	0	0	0	0	0	0	0	0	0
286	0	0	44	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	16	74	0	0	0	0	0	0	0	0	0	0	59	0	0	0
287	29	253	147	0	60	19	39	42	0	104	0	0	47	0	0	68	45	66	71	53	38	130	0	0	82	128	633	69	182	43	185	98	312	0	0	0	46	50	0	357	304	0	126	0
288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
289	0	0	0	0	0	6	0	0	0	0	28	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	239	0	18	127	0	0	0	0	0	0	0	0	0	0	0
290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5241	0	0	0	0	0	0	0	0	0
291	0	0	423	0	0	0	42	0	0	91	123	120	0	59	0	0	107	0	0	0	0	0	119	79	0	0	929	90	83	132	0	166	0	48	0	0	0	212	130	67	231	0	0	0
292	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	37	0	0	78	0	0	0	0	0	0	0	28	0	0	0
293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	28	18	0	0	0	0	0	0	0	0	0	0	0
295	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	54	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0
299	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	59	110	0	0	0	0	0	0	0	9	28	0	0
300	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	16	0	0	0
301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	219	0	0	0
302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	41	0	0	0	0	0	21	0	128	0	0	0
303	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	0	14	23	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	4	0	0	0	0	0	0	0	0	0	18	36	0	7	61	9	0	0	0	0	11	35	0	0	0	0
305	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	44	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
306	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	0	0	0	0	0	0	0	22	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	5	0	0	0	0	0	0
308	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	51	0	0	0	22	0	0	92	0	0	0	0
309	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	24	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	32	0	0
310	3793	551	229	2933	1557	450	706	2441	61	43	8757	4382	1989	2697	6834	244	14753	2723	1469	2052	15770	17	597	1133	0	741	93	1535	1595	870	49	1949	151	71	4039	19	1389	1625	17128	192	94	4756	872	136
311	0	42	592	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	11	0	47	0	0	0	0	0	0	0	0	0	0	71	0	0	0
312	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	6	4555	2327	0	0	0	13	31	1270	0	41	0	0	0	0	0	0	0	0
313	0	0	0	82	0	0	2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	0	959	0	0	0	0	0	0	1601	295	1089	178	0	0	0	69	0	0	0	64	0	154	0	73	19	0	5232	5	0	171	0	0	0	158	1798	0	101	105	0	1116	0	0	16	2402
315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	22	0	0	0	0
317	0	97	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
318	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	0	27	15	0	0	0	0	5261	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0
320	175	0	0	265	0	0	227	0	0	0	0	8	4563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
322	0	0	0	630	0	2931	1004	187	0	231	0	0	0	0	0	3720	0	0	2077	0	0	1544	169	305	484	846	0	107	762	0	0	0	0	6705	0	2568	0	0	5167	378	259	4285	2056	5854
323	352	1370	3781	5030	7627	25963	6477	1477	3501	7893	323	23791	30	1961	26	24351	639	9046	23618	12918	6750	7955	598	22337	9081	9922	2899	4762	5515	30	83	5911	8593	11906	6313	4259	1710	27099	781	9084	17757	9000	27142	24055
324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0
326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	0	0	32	281	0	0	333	0	0	0	0	0	74	0	0	0	0	1428	0	0	0	0	0	0	168	0	0	38	0	0	0	0	0	0	0	0	687	0	0	0	0	0	15	0
328	0	0	0	0	0	47	0	0	0	287	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	34	0	0	0	0	0	0	0
329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0
330	121	9	12	52	3002	3	0	36	565	0	431	214	15	5	7	32	14	2595	509	0	4	5632	14	99	0	0	7	0	4146	0	0	1509	831	759	12	140	66	0	23	108	258	10	19	0
331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	0	104	210	3	26	0	2	20	0	0	0	0	109	101	0	0	0	0	13	8	0	0	0	0	0	191	0	0	18	40	0	20	0	0	0	9	0	0	29	53	179	0	84	0
333	0	54	658	0	0	0	5	7	3	0	11	0	27	0	0	0	11	0	0	49	0	0	0	0	0	15	0	16	172	0	0	0	0	4	30	0	0	0	142	221	18	14	0	0
